,Unnamed: 0,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
117,117,117,76561199111061279,1487,True,0,"♫ Rosa Walton - I Really Want to Stay At Your House ♫⠀⠀⠀⠀
───────⚪──────────────────────────
│◀ ▐▐⠀ ▶│ ⠀⠀──○─ 🔊 ⠀₁:₂₅ / ₃:₅₀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ᴴᴰ⚙ ❐ ⊏⊐",,,,,,0
118,118,118,76561198080636447,24702,True,0,love it!,,,,,,0
119,119,119,76561198825260343,7882,True,0,gg,,,,,,0
120,120,120,76561199029748475,478,True,0,いい,,,,,,0
121,121,121,76561198067103046,2710,False,11,"サイバーでもパンクでもなくスピリチュアルシティ2077って感じ。
バグは2022年11月時点では特に気になる挙動はありませんでした。",,,,,,0
122,122,122,76561198088654354,10612,True,3,素晴らしいゲームです。是非、購入お薦めします。,,,,,,0
123,123,123,76561198810553101,16236,True,0,とても刺激的でサイバーな街並みを散歩するだけでも、ワクワクできる世界観です。すれ違う人々の服装も多種多様ととても作りこまれており、今後も沢山の物語が追加されることを期待してしまいます。その代わりなのか、バグも多いですが、仕方なし。でしょうか。,,,,,,0
124,124,124,76561198063013931,10422,True,1,最強に面白い。,,,,,,0
125,125,125,76561198403671453,635,True,7,"ゲームは修正がいくらか進んでおり致命的なバグやバランスが崩壊するようなグリッチは無くなっているようです。それを鑑みれば、十分プレイ可能なゲームであり他のゲームと遜色無く遊べると思います。
(ムービー読み込みの際にTポーズが発生するなどのバグはありますが。)
また、ゲーム自体が重い部類に入り、解像度を下げるかグラフィック品質を落とさないとマップを開いた際などにゲームがカクつくなどPCスペックによっては(他のゲームでも同様の設定で問題なくプレイできるような性能であったとしても)起きてしまいます。
またトレーラーなどでの宣伝から未だ一部欠落しているようなフィーチャーも残されたままです。(ストーリーに決定的な影響を与える分岐が少ない、主人公の出自がほとんどストーリーに影響しないなど)
上記の点を加味しても致命的な欠陥は無いので、それでも世界観が好みであれば十分に楽しめるゲームだと思います。
同様の世界観で同様の内容で楽しめるゲームは他にありません。
しかし、個人的には、フルプライスでの購入は未だ見合うものではないと考えてしまいます。
2022年のオータムセールでは50%割引でした。セールでの購入をおすすめします。",,,,,,1
126,126,126,76561198089170527,6040,True,0,アニメから入ったけどどっちも最高。ストーリー、世界観、ヴィジュアル、プレイ体験。どれをとってもとにかくリッチでいつまでもプレイできてしまう…。既にサイバーサイコ化しつつある、助けてくれ！,,,,,,0
127,127,127,76561198433368247,12746,True,0,グラフィック最高,,,,,,0
128,128,128,76561198343852004,2761,True,6,"[h1]4000円のベンチマークソフトです[/h1]
というのは冗談で、パッチ1.6以降かなり動作が軽くなっている気がします。（実際に軽量化されているかは不明）
とにかく重いという印象が強いゲームだと思いますが、今は設定を調整すれば快適に遊べるかと思います。自分はRTX2060SuperですがWQHDの最高設定(レイトレはOFF)でDLSSパフォーマンスで60FPS前後出るようになっています。

そして肝心のゲーム内容ですが、ストーリーもかなり重いです。全体的に暗めで鬱要素多めです。
サイバーパンクとはそういうものかもしれませんが、好みは分かれるかも。

オープンワールド部分としてマップの作りは本当に圧巻です。こういったオープンワールドだと街のハリボテ感がどうしても出てしまいますが、それを感じさせないぐらい作り込まれいて凄いです。街中をひたすらドライブしたり散歩してるだけでも楽しいです。
サブクエも豊富で基本フルボイス、会話中もキャラがただ突っ立てるだけなく動きも細かいです。映画の中に入り込んで自キャラを操作出来る、そういうイメージです。

ストーリー重視な部分があるので某G○A5のような自由度を想像すると少しがっかりするかもしれまんが、オープンワールド好きならまず買って後悔はしないゲームだと思います。",,,,,,1
129,129,129,76561198095593516,11187,True,0,発売から二年。当時高スペックのパソコンじゃないとまともに遊べないと言われた作品もいまや、安めのゲーミングPCでも安心して遊べるようになった。当時のレビューを見て避けていた人、コンシューマ版を買って後悔した人にもこの作品はお勧めしたい。,,,,,,0
130,130,130,76561198438006050,12963,True,1,"エッジランナーズを見たそこのキミ！
アダムスマッシャーに復讐できるぞ",,,,,,0
131,131,131,76561198254356037,5310,True,1,続いて,,,,,,0
132,132,132,76561197970948534,8840,True,45,"主役は貴方でも主人公「V（ヴィー）」でもない


「ナイトシティ」だ


このゲームの描きたかったものは「ナイトシティ」そのものであり
主人公のVはたまたま選ばれた貴方の分身として
ナイトシティと対峙し運命に翻弄される


実績の中に「ジュディvsナイトシティ」というものがあるが
この言葉こそがこのゲームを的確に表している


多くの魅力的なキャラクター達がそれぞれの生き様でナイトシティと対峙し

「シルヴァーハンドvsナイトシティ」
「タケムラvsナイトシティ」
「パナムvsナイトシティ」
「ケリーvsナイトシティ」
「ローグvsナイトシティ」

登場するキャラクター達のナイトシティとの大小様々な物語が描かれる
そして運命に翻弄されたキャラクター達はそれぞれのナイトシティとの物語を終えていく
もちろん貴方もプレイヤーとしてVの物語を導き
そしてナイトシティとの物語を終える


主役であるナイトシティの作りこみは素晴らしく
スラムの汚さからネオンきらめく繁華街や都市部の美しい風景が
サイバーパンクのテンプレートをしっかりと踏襲し
元来サイバーパンクが好きな人ならば街並みを歩くだけで楽しめるだろう


ゲームプレイはデウスエクスやディスオナード等の
クエスト解決の方法が多岐にわたるゲーム性とオープンワールドが融合されている

リニアな進行の物語重視のゲーム性を
ナイトシティというオープンワールド内で始めから終わりまで完結させる
街は作りこまれ様々なロケーションが舞台となる

物語はシネマティックに描かれ
シーン毎にハイクオリティなキャラクターのモデルが準備されている
表情や身振りまでしっかりと作りこまれており
絵になるシーンがこれでもかと描き出される

当方はあまりスクリーンショットを撮る方ではないが
今作ではかなりのスクリーンショットを撮り
それらを壁紙に使用している
とにかく絵になるシーンが多い


戦闘のAIの出来が悪いなどの意見もあるが
完成度は充分なものと感じた

難度が高いことや現実に強く則っているものが
優れていると評価されがちな部分だが
プレイヤーを楽しませるためのAIとして問題のない完成度だ

ギャングや頭のネジの外れた奴等が必要以上に連携を取った戦いをする必要はないし
まあ企業の部隊も同様なのは気になる点だが
物語を盛り上げるための敵役としては充分だった


FPSとしての操作感も小気味良くクオリティは高い

だが乗り物の操作性やカスタマイズには難があった
思い通りに動かすことが難しい車やバイク
そしてカラーリングさえ変えることが出来ないのは残念だ

容姿変更に関しても同様だ
気軽に容姿が変更できる時代であるとゲーム内で描かれているにも関わらず
肝心のVは髪型1つ変えることが出来ない
これは興覚めだった


エンディングも全て見てサイドジョブ類も全てクリア
MODなしのVer1.31でプレイ時間はおよそ130時間ほど
強制終了が5回くらいでその他進行不可になるような致命的なバグには遭遇せず
バグにより時限で進行不可になってしまうクエストが一つあったが
この程度ならPCゲームとしては平均的ではないか


ベセスダ的なオープンワールドゲームを想像してプレイするならおススメしないが
世界観にナイトシティそのものに魅力を感じた方はぜひプレイしてみてほしい

2022年11月24日　追記
まさかアニメでブレイクするとは当方未見ですが好きなゲームに触れる人が増えるのはうれしいですね",,,,,,-1
133,133,133,76561198087766614,3784,True,14,"世界観が最高です
RTXシリーズのグラフィックカードがあればレイトレーシング機能で最高のグラフィックで遊べます！
（※レイトレするなら最低2060Super）

自分は発売時から持っていたのですが、最適化されるのを待つため長らく寝かせていました。
先日のパッチVer1.2を境にプレイし始めました。

ゲームとしては他の方が言ってるような酷い箇所というのは全くありません。
わずかなバグはありますが、遭遇した場合はロードすれば直るので問題なく遊べています。バグ関連はパッチVer1.2で大分改善したんだと思います。
（※自分はMOD入れてるのでそのせいで発生するバグもあるのかもしれませんが…）

サイドジョブを優先にクリアしていて現在レベル３２くらい、ストーリーはまだAct２の序盤ですがめちゃくちゃ楽しいです。
ブレードランナー等の他作品のオマージュが沢山あったり、そういうのを探すのも楽しいです！
ファストトラベル機能はありますが、ドライブするのが非常に楽しいです！
そして綺麗な場所を見つけてはフォトモードを使ってお気に入りの写真を撮るのにハマっています。

ボリューム、ワールドの密度が低いという意見がありますが、ストーリーを全然進めてなくて寄り道ばかりしている自分が60時間も遊べている時点で密度が低いというのは間違いだと感じてもらえれば！

ただキャラメイクを後から変更できないのは残念でした。
今後のアップデートで是非できるようにしてほしいですね。
ゲーム内の世界観では簡単に改造して見た目を変えられる時代という場面が何回も出てくるので…

パッチVer1.2からプレイした自分から言うと　めちゃくちゃオススメできるレベルになっていると思います！

ちなみに自分の動作環境です。
CPU：Ryzen5900X
RAM：32GB
GPU：RTX3080Ti

追記
全エンディング全ジョブクリアしました！
総プレイ時間１２２時間でした！
拡張コンテンツが楽しみです！


追記２　2022/10/03

サイバーパンク エッジランナーズ見てめちゃくちゃ泣きました・・・
まさかゲーム内のラジオで流れていた曲がアニメにこんなに合うなんて・・・
もうこれからラジオで流れるたびに泣きます

ver 1.6　大規模修正アプデ時よりもさらに快適になったと思います！
DLCも発表されてめちゃくちゃ楽しみです！",,,,,,1
134,134,134,76561198323460159,2142,True,0,"まあまあ面白かった
それ以上でもそれ以下でもない
過剰に期待しすぎなければおすすめ",,,,,,0
135,135,135,76561198212845124,7156,True,1,エッジを超えろ,,,,,,0
136,136,136,76561199001909328,6004,True,20,"戦闘が楽しい
ビルドが豊富で近接　遠距離　ステルス　電脳戦など　色んなロールプレイを許容してくれる
あと特に世界観を重視する人にはおすすめ
部屋にトイレがない
人が生活すればゴミが出るのに　どこにも落ちてない
そういうどうでもいい所で　萎えたわ　ってなる人は感動すると思う",,,,,,-1
137,137,137,76561198141800984,643,True,1,世界観と音楽が好き,,,,,,1
138,138,138,76561198074674856,8745,True,0,"オープンワールドのゲーム、という見方では超面白い！というわけではないかもしれないが、
アニメのエッジランナーズの舞台でもあるナイトシティの街を楽しむ・世界観にどっぷり浸かれるという意味では他にない神ゲー。
ナイトシティに生きるVとしてロールプレイを楽しむゲームです。
メインクエストは早くチップ外さないとマズイ！と急かされる気がしてきますが、
そこはあまり気にせずに割り切って街をぶらついてサイドクエストを進めて大丈夫です。",,,,,,-1
139,139,139,76561198965369458,3767,True,2,"圧倒的なビジュアルとゲームプレイ。
SFゲームの個人的最高峰です。
とりあえずやりましょう。",,,,,,0
140,140,140,76561198204093984,6215,True,1,最高！！,,,,,,0
141,141,141,76561198393890858,4502,True,3,"Game : 7/10
Judy   : 11/10",,,,,,0
142,142,142,76561198196658567,4989,True,1,レイトレーシングをONにしてナイトシティを楽しんでほしい,,,,,,0
143,143,143,76561197962980735,1009,True,1,パッチがまだ出ているのは評価高いですね。,,,,,,0
144,144,144,76561198084175437,2188,True,1,おもしろい！,,,,,,0
145,145,145,76561198308998863,4860,True,1,自分のPCのスペックに感激できるゲームです。,,,,,,0
146,146,146,76561197963927864,7529,True,5,"20001123追記
アニメ：サイバーパンク エッジランナーズに関する
隠しコンテンツが追加された
アニメから入ったニキも楽しめると思う
-----------------------------------------------------

近未来のド根性ガエル
※ただしシャツではなく脳内で、カエルはキアヌリーブス
プレイヤーのやることなすことキアヌリーブスがちょいちょい口を出してくるので
一人でプレイしてても寂しくない
心強い相棒だｗ

世界観はブレードランナーみたいな感じ
近未来の荒廃したサイバーパンクな都市の映画に
自分で好きに遊べる部分が付いたゲーム

ハッキングしまくる頭脳型サイボーグになるのか
体を改造してムキムキになる脳筋サイボーグになるのか
プレイヤーの好きなようにキャラを成長させることが可能
自由度が高い

悪事を働きまくるとNCPDに指名手配されるとかはない
Fallout系列のゲームにあるような
あんまそういう派閥的な要素はない
悪事を働いても逃げたらOKｗ

ハッキングは攻殻機動隊みたいにバチチチッって火花が散ってアツイ
買い",,,,,,-1
147,147,147,76561198059797814,6763,True,1,"[2022/9 購入]
未だ細かいバグはあるもののゲームプレイに支障はなく、普通に傑作ゲームです。
世界観が最高で物語も良くゲームプレイも面白い。キアヌ・リーブスが演じるジョニー・シルヴァーハンドを気に入るか(クソ野郎と感じるか)どうかで物語の評価は分かれると思うが……

不満に感じた点
店で高品位の装備を買うにはクエスト等をクリアしてクレド(信用度)を上げないと購入できないのだが、物によって(特にサイバーウェア)は装備するのに厳しい能力値制限があるうえ、[b]店ごとに品揃えが違うため[/b]
店を見つける→クレドが足りないor能力値が足りない→クエストを進める→店を見つける→クレドは足りるが能力値が足りない→能力値を上げる→どの店にお目当ての装備が売っているのか攻略サイトを確認しないとわからない
といったことが頻発する
modを入れて店でクレドを必要としないようにしてもまだ不満に感じる程
だってサイバーウェアを売ってる店も銃火器を売ってる店もそれぞれ14箇所くらいあるし、品揃えと要求値を覚えられるわけないじゃないですか……",,,,,,1
148,148,148,76561198989606345,6577,True,0,"モッドいれると更に面白いですね
車で空を飛べたり様々なドローンが味方になってくれたりします
他の方が書いてるようなバグ、クラッシュは見受けられませんでした
皆も聖地巡礼してルーシー探しましょう",,,,,,0
149,149,149,76561198091719355,5113,True,0,"Comprei no 1.6, hoje jogo no 1.6.1. E com os mods certos, esse jogo fica fenomenal! Recomendo fortíssimo as opções abaixo:

HARDCORE22 - Realistic Combat Overhaul - 1.6 READY

Blade Runner 2077 Proxima 4K Edition V100.0 Final Cut and optional BR Ultimate prop V4.0",,,,,,0
150,150,150,76561198078918520,1790,True,1,"PS4版プレイ済。
やはりPCが最強だった。所々バグはあるものの、PS４と比較すればストレスのかかり具合は雲泥の差。
さらにグラフィック、挙動等PCの圧勝。
サイバーパンク2077の真髄はPCにあり。",,,,,,0
151,151,151,76561198798002619,14573,False,7,"ゲームとしてはよく出来ている。
買って良かったと思うし、現在もプレイしている。
でも、ストーリーがあまり良くない。
選びたい選択肢が無かったり、そもそもバッドエンドしか用意されていない。
しかし、主人公はジョニーだと考えるとストーリーに納得できるようになった。
これはVの物語ではない。
すべてのエンディングを見ても、最後までジョニーが好きになれなかった。
これはジョニーの物語、Vはその他大勢いるモブの一人なんだ。
この物語に続きがある事を願う。",,,,,,1
152,152,152,76561198837545664,21077,False,2,"[b]クリーンインストールによってプレイできるようになりました。何かしらのmodが事故ってます。[/b]

[strike]パッチ1.6.1以降、エラー スクリプトファイルが破損または不足しています。と出ます。[/strike]",,,,,,0
153,153,153,76561198148915708,3233,True,9,"「CDPRはゲーム開発会社でありストーリーテラーでもある」とPVで語っている通り
今からアニメ版を見ながら遊ぶなら始め時として大正解だろう
アニメの相乗効果含めて世界観を味わい尽くすキャラゲーとしては極上の神ゲー

ただ、発売前のCMとゲーム単体を比べると単調な戦闘とボリューム不足が気になる平凡なアクション風RPG
メインストーリーを進めろと催促する演出がやたら多いが、メインだけを追うとかなり短いし無視推奨
哲学的なテーマは濃厚だがRPGの中ではスケール感は乏しい

もし君が、ゲームという物にストーリーは求めてないし要らないと断言しちゃうタイプなら楽しめないだろうしDivision2でも買っていくがいい
似たシステムのマルチプレイゲームだ",,,,,,1
154,154,154,76561198985865621,5093,False,2,"2022/11/19現在のレビュー。
最低スペックよりちょい上のPC、PS4コントローラでプレイ。

ゲームというよりも最新パッチの1.61に問題ありな気がします。
かねてより動作が不安定な部分がありましたが、PCのスペック不足だと思い、割り切っていました。
しかし、パッチ1.61以降、以下の現象の発生が多発し、とてもゲームどころではありませんでした。

・一部武器のモーションのカクツキ
・ファストトラベルでクラッシュ（主人公の自宅、都市部へのファストトラベルはほぼ100％）
・ミッションの進行不能化
・↑の改善のために、直前のセーブデータをロードするとクラッシュ
・サブミッション完了後にクラッシュ
・会話選択において、選択肢がなかなか出てこない
・重要キャラの建物貫通
・雑魚敵の挙動が不安定
・一部の武器が保管庫にしまえない（持ち物の圧迫）

パッチ前にエンディングをむかえ、その複雑なゲーム性に大変に素敵であると感じただけにとても残念です。
現状、これらの問題が改善されるまで、PCのスペックに自信のない方は待つのがいいでしょう。",,,,,,0
155,155,155,76561198136598186,7927,True,5,誠実なアプデで良ゲーになった,,,,,,0
156,156,156,76561198411358486,4451,True,1,"ひとりで楽しめる神ゲーです。
これでマルチ実装されたらもう抜け出せない。。。",,,,,,0
157,157,157,76561198163511380,870,False,0,3分に一回はクラッシュする事を覚悟して購入したほうがいい。,,,,,,0
158,158,158,76561199107360714,2745,True,1,十分な性能を持つPCでオープンワールド系が好きなら約１万払う価値はあると思う居ます。,,,,,,0
159,159,159,76561199389572421,8374,True,23,エッジランナーズ見た人は買うべき。このゲームの良い点は何といっても街の作りこみだと思う。スペックが足りていれば十分にこの街を堪能できる。ストーリーも濃いし、サイドジョブもかなりあるので数十時間は飽きることはない。悪い点は時間を食うこと。良ゲーだと思う。,,,,,,0
160,160,160,76561198388125454,1964,True,0,tips：人を轢くと警察に捕まります,,,,,,0
161,161,161,76561198002711017,23834,True,0,アップデートでバグも減ってバランス調整もされて遊びやすくなっているので初期のイメージとは大違いです。,,,,,,0
162,162,162,76561199189144463,4970,True,1,エンディングまで行ったのでレビュー。結論から申し上げますと、フルプライスで買っても損しないよっていうできばえ。まず街の作りこみえぐいです。見てみろよとぶぞ、最近アニメのサイバーパンクエッヂランナーが話題ですが本当あのアニメの世界観まんまですね、デイヴィッドのサンデヴィスタンも使えるよ。戦闘システムもよし、爽快感溢れる銃撃戦が楽しめました、ｆｐｓとして驚くほど完成されていました、やばいです。また、武器、スキルが多いのでプレイヤーごとの様々な戦闘スタイルを組み立てることができます。これもいいポイントですね。ここからは改善点、まず一部ステータスの振直しができないのが残念、もっといろいろ試行錯誤したかったです、またエンディングの分岐がくそだるすぎて萎えます、本当は到達したいエンディングがあったのですが、数１０時間前にやったサブクエストで会話の選択肢をミスったためそのエンディングに私が到達することができませんでした。残念。やり直す気力わかんかったです。こういう分岐に関わるサブクエストはやり直しができるようにしてほしかったです。各キャラクターとのエッチシーンにも期待してたのですがこれも非常に残念。映像が短すぎてものを取り出した瞬間エッチシーン終わってました。写生大会の時間はないです。まあもうちょい作りこんでもよかったんじゃね？って思う。まあでも、なんだかんだ戦闘が楽しかったので細かい不満点もあまり気にならないんじゃないかな、とおもいます。何よりfpsとして完成されてるからね。いい感じにapexで負けた鬱憤を晴らせました。もちろん市民もころせるよ。写生の１００倍きもちいぜー。,,,,,,0
163,163,163,76561199261891797,531,True,2,"雰囲気神
おもろいで
やろう
ね",,,,,,0
164,164,164,76561198842336647,4036,True,2,クエスト中に運転をNPCに任せたらドアがぶっ壊れて出られず詰んだり、何故かクエストが開始されないバグは一周回って面白かった。,,,,,,0
165,165,165,76561199220802920,94520,True,0,"〇11/11パッチ１．６１適用後　お勧めに変更
　懸案事項が一息にパッチで大まかに片付いたので推奨に変更しました。
　それでも、ケレズニコフの動きがあれでノーマルなのも初心者向けかといえば…難点が。
　腰より下とかの動かない点か動いても戻る点を気を付けてばらまき撃つか、接近戦に持ち込めばいいんですけどね。
　メインストーリーからそれて寄り道するほどに、隠れた何かが出てくるのでいいゲームなんですよ。
　これだけの時間やってるのに、初見か久しぶりに見る事件痕跡にうならされる。",,,,,,1
166,166,166,76561198001520751,3142,True,1,"とりあえずほどんどのEDは見たかな？クラッシュや進行不能バグは一回もありませんでした
サイドクエストが楽しかったので結構時間かかっちゃいましたが結末は少し後味悪いかもしれません
まあ来年のDLC（有料ですが）待ちですかね
グラフィックもかなりリアルでレイトレお試しソフトとしては十分満足できました
PS5とのマルチですがPC版にはPS5コン独自の機能は対応してません",,,,,,1
167,167,167,76561198805181263,6081,True,0,"あなたは息をのむようです！

序章：
これを書く前に小さなハードルにぶつかりました。テキスト ボックスを埋めるレビュー、または大きなレビュー (リンクする必要があります) を書きます。私は前者を選びましたが、今回は大きな余談を省きました。サイバーパンク 2077 はおそらく、かなり混乱した 1 年を締めくくる良い終わり方です。今年は歴史に残る年であり、長い間、私たちには多くの時間と忍耐が必要です。おそらく、そのように解釈されなかったとしても、このゲームも遅れた理由ですが、ゲームがすぐに出る前にもう少し待ってください.もちろんCP77 欠陥がないわけではありませんが、これは長い間、これまでで最も誇大宣伝されたゲームの 1 つです。
ずっとこの日を待ち望んでいて、ほとんど何も知られていない頃からずっとゲームをプレイしてきましたが、ついにこの時が来たことにさらに興奮しています。ここで傑作が生み出されたが、それについてはあまり語らない。まだ購入することに決めていない場合は、少し押すだけでよいので、少し熱くしてください。ポジティブな経験とネガティブな経験がありますが、ネガティブな経験は限られています。いずれにせよ、ディテールを誇張しすぎないように、特にコンピューターがまだ弱すぎる場合は、画像エラーが発生する可能性があるためです。しかし、GPU が不足しているため、これはおそらく多くの人の悩みの種です。",,,,,,0
168,168,168,76561198375412299,1123,True,0,"良かった点
・異国感
日本でもないしアメリカっぽくもない
異世界感がある

悪かった点
・武器の調整
LMGぶっぱなすよりブレード振り回す方が強い
サイバーパンクの結論がハックでもテクノロジーでもなく、カタナだってのは笑える

・ストーリー
自由度があまり感じられない
見せられている感が強い
デトロイト程綺麗な魅せ方や終わり方でもなく
デトロイト程フローチャートのような分かりやすい分岐も確認できない

・ダンジョン設計
フォールアウトが神だったんだなって
序盤はとにかく暗くて訳が分からんダンジョンを進む
キロシを使ってオブジェクトを見て進むが、マッピング的な楽しさはない

・武器の調整
オートエイムスナイパーとブレードとスロー効果サイバーウェアつければどうとでもなる
パーク開放も大してワクワクしない

脅威度極の相手だとダメージが激減し被ダメ爆増するのがしょうもない
結局、現段階でここは攻略できませんよ～という感じで自由度の制限になる
強い敵を倒すためには弱い敵を狩る
弱い敵を狩ってレベルを上げたら、強い敵は弱くなる
更に強い敵が出る、その敵はまだ枯れない
こんな感じ

無理やり強い敵を狩ってリターンを得ようとする…ってのができない
そもそも強い敵を狩ってもリターンがそこらと同じ
雑魚狩りを延々と続けることになる
結論の武器構成見つけたらあとは惰性で雑魚狩りって感じで飽きる


・異世界感
ナイトシティの風景や、様々な勢力にはどきどきしたが
それを楽しむためのクエストやストーリーは、カサマシのための強制スクロール感が強い
自由度を感じない
勢力が違うからと言って、戦闘に差が出るわけでもない

結論
武器やキャラにあまり愛着がわかない
強化をする意義が見つからない
クエストやストーリーに心が引かれない

街のデザインやグラフィックはすごい

それ以外でよかったところはあまりない
ゴーストワイヤー東京のような感じ

異国感はある、でも日本を感じるわけでなく
アメリカのテイストが背後にぷんぷん香ってくる
目新しさというと。うーん
細かいデティールで開発のグダグダ間を感じた
例
水の中から梯子に移るモーションがない
わざわざ水中から梯子にアクセスできるようなロケーションがあるが、未実装なんだなと

かつての名作オープンワールドゲーの評価が上がるゲーム",,,,,,-1
169,169,169,76561198119895408,10524,True,4,"プレイ時間：175.4時間
現環境：Ver1.6
概要：
米国西海岸の沿岸都市ナイトシティ周辺でメイン・サブ様々なクエストをこなしていく一人称視点型オープンワールドゲーム。

良いところ：
PC版は表現規制がない。
パラメータ割り振りと取得パークと使用可能インプラントにより、複数のプレイヤースタイルで進めることができる。
各々のクエストのクリアについて、ひとつではなくいくつか方法がある傾向にある。
世界観を彩る音声広告や多数の言語が飛び交うナイトシティの雰囲気が良い。ナイトシティの地域によって、日本語やスペイン語やハイチ・クレオール語が使われるが文字の自動翻訳機能が世界観に含まれている。メインの吹き替えや和訳についてもおおよそ問題ない。
クイックハックによる人間や様々な機械に対してのハッキングについて戦闘はもちろんのこと探索にも使用可能。
サンデヴィスタンによる近接高速戦闘は、クイックハックが使えないデメリットを打ち消せるほど強力。
二段ジャンプを取得することで行動範囲が圧倒的に広がり、パルクールで建物を飛び交うことができる。

悪いところ：
ACT1の省略されてしまったところをプレイしたかった。
オープンワールドゲームにありがちだが、相変わらずバグが多い。場合によっては、手動自動問わず作られたクイックセーブをいくつか遡ることになる。
サンデヴィスタンについてe長押しで発生すると記載されているが、e連打でも起動し、起動して欲しい戦闘中にはロードしない限り起動しないことも珍しくない。ケレズニコフと同時搭載は不具合からオススメできない。
好みの分かれるところだが、レベルに応じて武器防具の性能が陳腐化することやレアリティが存在する。
基本的にインプラントを入れた人間が相手だからなのか、敵が全般的に特に序盤は硬い。その代わり主人公はいつになってもアーマーをいくら積んでも安心できない柔らかさ。特に序盤はテイクダウンを主体にすることが多い。
敵ギャングにはアーマーが設定されていないが、アーマーを無視するようになるパークが存在し、それの意味が無いところ。
アーマーこそ設定されていないようだが、SMGやフルオートアサルトライフルはあまり強くない傾向にある。とはいえ強力なセミオートライフルは固定スコープやアイアンサイトのみというケースがある。
パークは金を払えば振り直し可能だが、能力値はLV50上限で振り直し不能なため慎重に選択したい。",,,,,,1
170,170,170,76561198090396158,26055,True,3,"いまだに若干のバグはあるけど、没入感のあるサイバーパンク世界観の体験にはそれ以上の価値がある。
メインストーリーも面白く、ロールプレイとして選択できるルートがいくつもある点も良いが、何より作りこまれたリアルな都市の中で自由なサイバーパンクライフを送れる点が素晴らしい。
ゴミゴミとした喧騒の街を練り歩いたり、その辺のギャングをシバキ倒したり、バイクでネオンの中をドライブしたり、街角のギャングをボコボコにしたり、多国籍な言葉で闇鍋となった看板たちを眺めたり、目についたギャングをハッキングしたり……。
そんな感じでナイトシティという街の一部になって生活するのが楽しいゲームです。",,,,,,1
171,171,171,76561198154255797,404,True,1,"Edgerunners
マジでよかった
小島秀夫さんが言いていうからよ
ネトフリ入って見ちまった
って見る前にセールで買っただけど
忙しくてぜんっぜんやれてねー
週末が楽しみだぜー",,,,,,0
172,172,172,76561198003693722,2124,True,1,発売当初はともかく、翻訳の出来もよく、今となっては普通に神作です。,,,,,,0
173,173,173,76561198120250589,9987,True,1,ジュディ・アルヴァレスの刺青はめちゃかっこいいと思う。その刺青がDr.イビルの台詞を参考になった。,,,,,,0
174,174,174,76561198810057385,4686,True,0,デラマン21号車のデザイン,,,,,,0
175,175,175,76561198972510482,82,False,1,"控えめに言ってゴミ
チュートリアルがクリアできないバグにいきなりあったり。
さらにそこから出れなくて一時間でゲーム進行不能誰がやるかよ。こんなクソゲー返金要求しました。",,,,,,0
176,176,176,76561199155059749,3078,True,0,面白いです,,,,,,0
177,177,177,76561197974574456,3583,True,19,"申し訳ないが良ゲー。
「エッジランナーズってアニメが人気なんだって！？オッシャ観てみるか！」
と言いながら結局特に観ることもなく、こちらのゲームを先にプレイ中。（Patch1.6）

日々鬱屈した感情を持つ潜在的犯罪者にオススメ！
あと、変な神社みたいな場所にいる売店の坊さん（クッソ俗っぽい）は必見！

以下、大胆かつ過激に箇条書き。

良い点
・主人公声優がGood（イケヴォ）
・街並みや雰囲気があまりにもGood。よく作ったなコレスゲェ
・まぁまぁ操作しやすい
・周囲のオブジェクトも駆使できる戦闘システムが中々Good
・KATANAのSEがGood。ｼﾞｬｷｨﾝ！ｼﾞｮｲﾝｼﾞｮｲﾝﾄｷｨﾝ！
・車パクって暴走しながらのナイトシティ犯罪道中膝栗毛が楽しい
　そこらにいる歩行人を、手あたり次第殴るのも楽しい
・瀕死のNPCへ追撃してトドメさせるのがGood。ヒ・・・ヒヒ・・・ﾆﾁｬｧ

悪い点
・MAIN STORY中盤からウンチ。単独で気ままに成り上がるSTORYで良かったと思う
　誰だよジョニー・ジョースターって…マジNO THANKS
・キーバインドがファイルいじらないと変更できない部分があってウンチ
・起動してからロード完了し、ゲームおっぱじめるまでにSPACEキー押させ過ぎ謙信
・ジュディとロマンスできねぇってオメェ・・・オイッ！（条件にそぐわなかった者の慟哭）

寄り道大好きなBOY（or GIRL）なら、世界観に浸りつつ100時間は遊べると思う。
ウンチみたいなMAIN STORYのみやってTHE ENDなら20時間かからないウンチだと思ウンチ。

総評
2077点満点中、1987点！買おう！

～～～～～～～～～～～～～～～～～～～～～～～～～～～～
追記（2022/11/07）微ネタバレ？

ゲームクリア！いぇ～い！Foo～↑

・隠しENDに到達できないセーブになっちゃってた（1敗）
・誰も犠牲にしたくなかった

故に・・・自分で選び、自分でキメた。
エンディングのホロコール、効いたァ～っ！
Foo～↓

・・・2週目やるしかねぇ！！！！",,,,,,1
178,178,178,76561198998398357,2975,True,1,This is ART,,,,,,0
